"FlyBaseID","Human.GeneID","Human.Symbol","logFC.Nup98.down","p.val.fdr.Nup98.down"
"FBgn0034814",11179,"ZNF277",-1.246004022,0.035931653
"FBgn0034817",54496,"PRMT7",-0.512374989,0.020263804
"FBgn0034850",653361,"NCF1",1.035799817,0.014288243
"FBgn0034870",29965,"C16orf5",2.380172673,0.000355666
"FBgn0034879",23404,"EXOSC2",0.919035263,0.001414842
"FBgn0034926",8085,"MLL2",0.788159909,0.002444542
"FBgn0034926",58508,"MLL3",0.788159909,0.002444542
"FBgn0034933",27042,"DIEXF",-0.622662337,0.009045266
"FBgn0034939",8563,"THOC5",-0.657360881,0.020476351
"FBgn0034950",23178,"PASK",1.110097255,0.001248394
"FBgn0034964",26173,"INTS1",-0.799152697,0.046350512
"FBgn0034967",56648,"EIF5A2",-1.208078005,0.00489192
"FBgn0034967",1984,"EIF5A",-1.208078005,0.00489192
"FBgn0034967",143244,"EIF5AL1",-1.208078005,0.00489192
"FBgn0034971",84803,"AGPAT9",-1.506762094,0.001629455
"FBgn0034971",137964,"AGPAT6",-1.506762094,0.001629455
"FBgn0034986",51373,"MRPS17",0.783034586,0.003001324
"FBgn0034988",115024,"NT5C3L",-0.976453244,0.044021568
"FBgn0034988",51251,"NT5C3",-0.976453244,0.044021568
"FBgn0035016",645974,"PABPC1L2B",-1.098749996,0.00498706
"FBgn0035016",8761,"PABPC4",-1.098749996,0.00498706
"FBgn0035016",26986,"PABPC1",-1.098749996,0.00498706
"FBgn0035016",80336,"PABPC1L",-1.098749996,0.00498706
"FBgn0035021",55596,"ZCCHC8",0.841282748,0.022191631
"FBgn0035024",90850,"ZNF598",-1.070827185,0.008556892
"FBgn0035044",79763,"ISOC2",0.951148157,0.026534339
"FBgn0035044",51015,"ISOC1",0.951148157,0.026534339
"FBgn0035060",2060,"EPS15",-2.618286399,0.004724023
"FBgn0035060",58513,"EPS15L1",-2.618286399,0.004724023
"FBgn0035063",23029,"RBM34",-0.42216404,0.049913024
"FBgn0035063",9904,"RBM19",-0.42216404,0.049913024
"FBgn0035064",51067,"YARS2",0.568373995,0.006824106
"FBgn0035083",87769,"GGACT",-1.251992688,0.007212365
"FBgn0035084",11197,"WIF1",-1.188113668,0.011166458
"FBgn0035084",51172,"NAGPA",-1.188113668,0.011166458
"FBgn0035087",58526,"MID1IP1",-1.173486106,0.019881252
"FBgn0035090",949,"SCARB1",1.000121251,0.001394884
"FBgn0035107",222658,"KCTD20",-0.655987683,0.009241259
"FBgn0035107",84280,"BTBD10",-0.655987683,0.009241259
"FBgn0035121",27044,"SND1",-1.219348091,0.00036398
"FBgn0035122",63875,"MRPL17",-0.996740946,0.012982384
"FBgn0035140",54785,"C17orf59",1.062650733,0.00199071
"FBgn0035141",51645,"PPIL1",0.875416232,0.025539662
"FBgn0035147",2582,"GALE",-2.583181591,0.000280638
"FBgn0035149",90390,"MED30",0.385988243,0.036407232
"FBgn0035150",51455,"REV1",-0.498716189,0.013688327
"FBgn0035158",220359,"TIGD3",-0.623071582,0.016113794
"FBgn0035162",23450,"SF3B3",-1.569583143,0.000337135
"FBgn0035164",25911,"DPCD",-1.080198594,0.027855875
"FBgn0035181",114885,"OSBPL11",-1.322008053,0.000762241
"FBgn0035205",9646,"CTR9",-1.379157855,0.003256141
"FBgn0035236",25829,"TMEM184B",-0.706943141,0.002955235
"FBgn0035236",202915,"TMEM184A",-0.706943141,0.002955235
"FBgn0035237",284697,"BTBD8",-1.767449611,0.007757534
"FBgn0035243",51501,"C11orf73",-0.56851494,0.016156775
"FBgn0035248",85025,"TMEM60",0.747081158,0.019415927
"FBgn0035251",51534,"VTA1",-1.114154838,0.000870175
"FBgn0035252",5827,"PXMP2",-0.470257259,0.040552468
"FBgn0035270",54101,"RIPK4",-0.813977572,0.036356207
"FBgn0035283",404093,"CUEDC1",-1.023802469,0.00955919
"FBgn0035317",26160,"IFT172",1.103887081,0.043777594
"FBgn0035336",64434,"NOM1",-1.408475709,0.003954506
"FBgn0035371",10768,"AHCYL1",-1.736957424,0.009993148
"FBgn0035371",23382,"AHCYL2",-1.736957424,0.009993148
"FBgn0035374",60488,"MRPS35",0.456040591,0.022729391
"FBgn0035390",57047,"PLSCR2",-0.953186562,0.020301161
"FBgn0035390",389158,"PLSCR5",-0.953186562,0.020301161
"FBgn0035390",57088,"PLSCR4",-0.953186562,0.020301161
"FBgn0035390",5359,"PLSCR1",-0.953186562,0.020301161
"FBgn0035390",57048,"PLSCR3",-0.953186562,0.020301161
"FBgn0035393",85395,"FAM207A",0.451866451,0.020797694
"FBgn0035397",255967,"PAN3",-1.229008015,0.000916769
"FBgn0035398",5016,"OVGP1",0.55951731,0.03828108
"FBgn0035398",1118,"CHIT1",0.55951731,0.03828108
"FBgn0035398",27159,"CHIA",0.55951731,0.03828108
"FBgn0035398",1117,"CHI3L2",0.55951731,0.03828108
"FBgn0035398",1116,"CHI3L1",0.55951731,0.03828108
"FBgn0035400",84641,"HIATL1",-1.364835254,0.015262613
"FBgn0035400",64645,"HIAT1",-1.364835254,0.015262613
"FBgn0035401",85365,"ALG2",-1.209293322,0.00387426
"FBgn0035416",60684,"TRAPPC11",-0.610249351,0.049579842
"FBgn0035437",85369,"FAM40A",-1.049552143,0.029190948
"FBgn0035437",57464,"FAM40B",-1.049552143,0.029190948
"FBgn0035445",3423,"IDS",-2.668217226,0.000463368
"FBgn0035449",51006,"SLC35C2",-1.891878656,0.002502035
"FBgn0035470",221960,"CCZ1B",-0.967112343,0.021326839
"FBgn0035470",51622,"CCZ1",-0.967112343,0.021326839
"FBgn0035482",129531,"MITD1",-0.496262066,0.031613469
"FBgn0035488",663,"BNIP2",-0.930697807,0.037949757
"FBgn0035488",158471,"PRUNE2",-0.930697807,0.037949757
"FBgn0035488",149428,"BNIPL",-0.930697807,0.037949757
"FBgn0035488",85300,"ATCAY",-0.930697807,0.037949757
"FBgn0035489",10445,"MCRS1",-1.181611382,0.015925161
"FBgn0035498",55612,"FERMT1",-1.625759867,0.003089389
"FBgn0035498",83706,"FERMT3",-1.625759867,0.003089389
"FBgn0035498",10979,"FERMT2",-1.625759867,0.003089389
"FBgn0035499",6876,"TAGLN",-0.780945219,0.018840299
"FBgn0035499",8407,"TAGLN2",-0.780945219,0.018840299
"FBgn0035499",29114,"TAGLN3",-0.780945219,0.018840299
"FBgn0035501",63036,"CELA2A",0.575308079,0.011330733
"FBgn0035501",440387,"CTRB2",0.575308079,0.011330733
"FBgn0035501",2159,"F10",0.575308079,0.011330733
"FBgn0035501",345062,"PRSS48",0.575308079,0.011330733
"FBgn0035501",51032,"CELA2B",0.575308079,0.011330733
"FBgn0035501",23436,"CELA3B",0.575308079,0.011330733
"FBgn0035501",164656,"TMPRSS6",0.575308079,0.011330733
"FBgn0035501",1990,"CELA1",0.575308079,0.011330733
"FBgn0035501",716,"C1S",0.575308079,0.011330733
"FBgn0035501",3249,"HPN",0.575308079,0.011330733
"FBgn0035501",10747,"MASP2",0.575308079,0.011330733
"FBgn0035501",377047,"PRSS45",0.575308079,0.011330733
"FBgn0035501",339906,"PRSS42",0.575308079,0.011330733
"FBgn0035501",1504,"CTRB1",0.575308079,0.011330733
"FBgn0035501",360200,"TMPRSS9",0.575308079,0.011330733
"FBgn0035501",8858,"PROZ",0.575308079,0.011330733
"FBgn0035501",715,"C1R",0.575308079,0.011330733
"FBgn0035501",2158,"F9",0.575308079,0.011330733
"FBgn0035501",2155,"F7",0.575308079,0.011330733
"FBgn0035501",100287362,"PRSS46",0.575308079,0.011330733
"FBgn0035501",55554,"KLK15",0.575308079,0.011330733
"FBgn0035501",283471,"TMPRSS12",0.575308079,0.011330733
"FBgn0035501",64699,"TMPRSS3",0.575308079,0.011330733
"FBgn0035501",11330,"CTRC",0.575308079,0.011330733
"FBgn0035501",5648,"MASP1",0.575308079,0.011330733
"FBgn0035501",10136,"CELA3A",0.575308079,0.011330733
"FBgn0035501",339105,"PRSS53",0.575308079,0.011330733
"FBgn0035501",1506,"CTRL",0.575308079,0.011330733
"FBgn0035515",58472,"SQRDL",-0.755201548,0.018004135
"FBgn0035517",130814,"PQLC3",-1.131845857,0.008541388
"FBgn0035520",153527,"ZMAT2",1.139821621,0.004294208
"FBgn0035558",8708,"B3GALT1",-0.774792931,0.014979443
"FBgn0035581",56171,"DNAH7",0.662583793,0.044987127
"FBgn0035581",55567,"DNAH3",0.662583793,0.044987127
"FBgn0035585",522,"ATP5J",0.672970487,0.013309815
"FBgn0035589",25978,"CHMP2B",-1.0993979,0.001497435
"FBgn0035617",23091,"ZC3H13",-1.699999915,0.028631039
"FBgn0035617",51319,"RSRC1",-1.699999915,0.028631039
"FBgn0035617",4298,"MLLT1",-1.699999915,0.028631039
"FBgn0035617",4300,"MLLT3",-1.699999915,0.028631039
"FBgn0035617",25957,"PNISR",-1.699999915,0.028631039
"FBgn0035620",250,"ALPP",0.584095321,0.008599933
"FBgn0035620",248,"ALPI",0.584095321,0.008599933
"FBgn0035620",249,"ALPL",0.584095321,0.008599933
"FBgn0035620",251,"ALPPL2",0.584095321,0.008599933
"FBgn0035624",64769,"MEAF6",0.951720629,0.001100961
"FBgn0035631",9352,"TXNL1",-1.442299909,0.008606677
"FBgn0035632",80347,"COASY",-0.644342948,0.012098977
"FBgn0035640",4085,"MAD2L1",-1.123611662,0.000463368
"FBgn0035666",1506,"CTRL",0.893993113,0.005188537
"FBgn0035666",1990,"CELA1",0.893993113,0.005188537
"FBgn0035666",1504,"CTRB1",0.893993113,0.005188537
"FBgn0035666",440387,"CTRB2",0.893993113,0.005188537
"FBgn0035674",285343,"TCAIM",-0.812866455,0.024216804
"FBgn0035679",130589,"GALM",-0.634434192,0.009852459
"FBgn0035690",57573,"ZNF471",0.771980349,0.026422914
"FBgn0035690",388507,"ZNF788",0.771980349,0.026422914
"FBgn0035713",57337,"SENP7",-1.100871779,0.008753139
"FBgn0035713",26054,"SENP6",-1.100871779,0.008753139
"FBgn0035715",9798,"IST1",-1.698348028,0.007210471
"FBgn0035725",79003,"MIS12",-0.700671087,0.029697262
"FBgn0035753",6141,"RPL18",-1.26050925,0.009852459
"FBgn0035763",64747,"MFSD1",-0.478855485,0.028459259
"FBgn0035772",6450,"SH3BGR",-1.304107444,0.001020915
"FBgn0035772",83442,"SH3BGRL3",-1.304107444,0.001020915
"FBgn0035772",83699,"SH3BGRL2",-1.304107444,0.001020915
"FBgn0035772",6451,"SH3BGRL",-1.304107444,0.001020915
"FBgn0035830",51035,"UBXN1",1.848579443,0.004174891
"FBgn0035833",79932,"KIAA0319L",-0.47167861,0.024948827
"FBgn0035833",9856,"KIAA0319",-0.47167861,0.024948827
"FBgn0035848",80146,"UXS1",-1.372114014,0.016393705
"FBgn0035849",2101,"ESRRA",-1.866295632,0.008954553
"FBgn0035849",2100,"ESR2",-1.866295632,0.008954553
"FBgn0035849",2104,"ESRRG",-1.866295632,0.008954553
"FBgn0035849",2103,"ESRRB",-1.866295632,0.008954553
"FBgn0035851",9862,"MED24",0.500910977,0.02089417
"FBgn0035854",1725,"DHPS",0.520650967,0.016522808
"FBgn0035867",51061,"TXNDC11",-1.026288536,0.008197131
"FBgn0035872",79869,"CPSF7",-2.056985137,0.000657643
"FBgn0035872",11052,"CPSF6",-2.056985137,0.000657643
"FBgn0035876",5828,"PEX2",-0.808217797,0.012622676
"FBgn0035923",26098,"C10orf137",0.775558836,0.045909813
"FBgn0035936",3732,"CD82",0.884443654,0.014716015
"FBgn0035936",90139,"TSPAN18",0.884443654,0.014716015
"FBgn0035964",5860,"QDPR",0.411595839,0.033043016
"FBgn0035983",55016,"Mar-01",1.269766878,0.001190883
"FBgn0035983",220972,"Mar-08",1.269766878,0.001190883
"FBgn0035995",146691,"TOM1L2",-0.746496852,0.047891989
"FBgn0035995",10043,"TOM1",-0.746496852,0.047891989
"FBgn0036014",254956,"MORN5",0.790035017,0.002662041
"FBgn0036052",140461,"ASB8",1.092190593,0.002642526
"FBgn0036052",129138,"ANKRD54",1.092190593,0.002642526
"FBgn0036053",8398,"PLA2G6",-2.4139602,0.002790689
"FBgn0036058",90809,"TMEM55B",-0.909365953,0.039941914
"FBgn0036058",55529,"TMEM55A",-0.909365953,0.039941914
"FBgn0036063",10078,"TSSC4",-0.466903845,0.03555101
"FBgn0036099",2987,"GUK1",-0.952679314,0.017245504
"FBgn0036105",55653,"BCAS4",0.459190422,0.022751823
"FBgn0036105",55330,"BLOC1S4",0.459190422,0.022751823
"FBgn0036117",51166,"AADAT",-0.640282347,0.01441547
"FBgn0036118",282991,"BLOC1S2",0.833212342,0.0070161
"FBgn0036134",3607,"FOXK2",-0.516666178,0.039600523
"FBgn0036147",5351,"PLOD1",-1.322549914,0.000613423
"FBgn0036147",8985,"PLOD3",-1.322549914,0.000613423
"FBgn0036147",5352,"PLOD2",-1.322549914,0.000613423
"FBgn0036162",2271,"FH",0.683332828,0.041680916
"FBgn0036191",162387,"MFSD6L",-0.438695689,0.025650946
"FBgn0036211",1727,"CYB5R3",-0.82540752,0.001414842
"FBgn0036211",51706,"CYB5R1",-0.82540752,0.001414842
"FBgn0036211",51700,"CYB5R2",-0.82540752,0.001414842
"FBgn0036248",4792,"NFKBIA",-0.756166017,0.014436496
"FBgn0036255",9140,"ATG12",1.119016837,0.038372226
"FBgn0036257",392,"ARHGAP1",-1.020435297,0.031462
"FBgn0036257",553158,"PRR5-ARHGAP8",-1.020435297,0.031462
"FBgn0036258",51386,"EIF3L",-0.774286472,0.017262454
"FBgn0036272",6611,"SMS",-1.265728558,0.037259257
"FBgn0036301",54758,"KLHDC4",-0.863336955,0.005353359
"FBgn0036302",65124,"SOWAHC",-1.186173143,0.006534147
"FBgn0036302",345079,"SOWAHB",-1.186173143,0.006534147
"FBgn0036302",347454,"SOWAHD",-1.186173143,0.006534147
"FBgn0036306",23640,"HSPBP1",-0.867142342,0.005875277
"FBgn0036317",10495,"ENOX2",1.185870282,0.019218652
"FBgn0036317",55068,"ENOX1",1.185870282,0.019218652
"FBgn0036333",85377,"MICALL1",-1.389721257,0.006164589
"FBgn0036333",79778,"MICALL2",-1.389721257,0.006164589
"FBgn0036334",3336,"HSPE1",-0.900455891,0.012223779
"FBgn0036337",132,"ADK",0.72155417,0.022675423
"FBgn0036341",23673,"STX12",1.148860088,0.006335555
"FBgn0036346",151313,"FAHD2B",0.638907163,0.005881256
"FBgn0036346",51011,"FAHD2A",0.638907163,0.005881256
"FBgn0036368",4881,"NPR1",1.102125391,0.004452834
"FBgn0036372",28988,"DBNL",-1.016339948,0.026810528
"FBgn0036372",1627,"DBN1",-1.016339948,0.026810528
"FBgn0036398",55904,"MLL5",1.055634684,0.018385329
"FBgn0036398",55209,"SETD5",1.055634684,0.018385329
"FBgn0036402",83440,"ADPGK",-1.17081467,0.003695595
"FBgn0036436",100287362,"PRSS46",0.416345034,0.047765682
"FBgn0036436",345062,"PRSS48",0.416345034,0.047765682
"FBgn0036436",377047,"PRSS45",0.416345034,0.047765682
"FBgn0036436",64699,"TMPRSS3",0.416345034,0.047765682
"FBgn0036436",716,"C1S",0.416345034,0.047765682
"FBgn0036436",339906,"PRSS42",0.416345034,0.047765682
"FBgn0036436",341350,"OVCH1",0.416345034,0.047765682
"FBgn0036436",2158,"F9",0.416345034,0.047765682
"FBgn0036448",25930,"PTPN23",-1.515035472,0.001539264
"FBgn0036449",80339,"PNPLA3",-0.837178728,0.01086044
"FBgn0036449",150379,"PNPLA5",-0.837178728,0.01086044
"FBgn0036449",57104,"PNPLA2",-0.837178728,0.01086044
"FBgn0036449",285848,"PNPLA1",-0.837178728,0.01086044
"FBgn0036479",118490,"MSS51",0.715941492,0.013810998
"FBgn0036488",140823,"ROMO1",0.648961628,0.038803651
"FBgn0036500",25879,"DCAF13",0.950356808,0.001218918
"FBgn0036514",10813,"UTP14A",-1.134358642,0.023912031
"FBgn0036514",9724,"UTP14C",-1.134358642,0.023912031
"FBgn0036516",54926,"UBE2R2",-0.673013364,0.004212719
"FBgn0036516",997,"CDC34",-0.673013364,0.004212719
"FBgn0036534",167227,"DCP2",-1.514967908,0.000922484
"FBgn0036538",51123,"ZNF706",-0.86993582,0.034471833
"FBgn0036576",56937,"PMEPA1",0.486529619,0.026453534
"FBgn0036576",753,"C18orf1",0.486529619,0.026453534
"FBgn0036579",54495,"TMX3",-0.72436159,0.027497441
"FBgn0036580",9141,"PDCD5",0.528544713,0.01880422
"FBgn0036594",9736,"USP34",-0.736733996,0.02013154
"FBgn0036615",55644,"OSGEP",0.726342682,0.012644656
"FBgn0036624",51364,"ZMYND10",-0.982042486,0.001201749
"FBgn0036624",643314,"KIAA0754",-0.982042486,0.001201749
"FBgn0036629",124454,"EARS2",0.751498222,0.033754209
"FBgn0036648",53343,"NUDT9",-0.622440552,0.035055212
"FBgn0036661",27254,"CSDC2",-0.476104956,0.026464598
"FBgn0036661",23589,"CARHSP1",-0.476104956,0.026464598
"FBgn0036684",96459,"FNIP1",-1.578991886,0.001026358
"FBgn0036684",57600,"FNIP2",-1.578991886,0.001026358
"FBgn0036698",80270,"HSD3B7",0.481409351,0.022292041
"FBgn0036698",3284,"HSD3B2",0.481409351,0.022292041
"FBgn0036698",3283,"HSD3B1",0.481409351,0.022292041
"FBgn0036710",84928,"TMEM209",-1.641648944,0.041831616
"FBgn0036741",151556,"GPR155",-0.715405484,0.009668473
"FBgn0036763",10352,"WARS2",-0.947119447,0.028324727
"FBgn0036771",116143,"WDR92",-0.622605664,0.011131696
"FBgn0036793",283208,"P4HA3",-1.533385597,0.04044993
"FBgn0036793",5033,"P4HA1",-1.533385597,0.04044993
"FBgn0036793",8974,"P4HA2",-1.533385597,0.04044993
"FBgn0036816",26266,"SLC13A4",-0.914245066,0.001980844
"FBgn0036816",6561,"SLC13A1",-0.914245066,0.001980844
"FBgn0036816",9058,"SLC13A2",-0.914245066,0.001980844
"FBgn0036816",64849,"SLC13A3",-0.914245066,0.001980844
"FBgn0036816",284111,"SLC13A5",-0.914245066,0.001980844
"FBgn0036837",56261,"GPCPD1",-1.84568657,0.00203486
"FBgn0036838",27037,"TRMT2A",-0.897826753,0.021755165
"FBgn0036838",79979,"TRMT2B",-0.897826753,0.021755165
"FBgn0036847",10695,"CNPY3",-1.427449117,0.001192739
"FBgn0036847",245812,"CNPY4",-1.427449117,0.001192739
"FBgn0036857",501,"ALDH7A1",-1.133234657,0.022432169
"FBgn0036887",221303,"FAM162B",-0.787564171,0.002229633
"FBgn0036887",26355,"FAM162A",-0.787564171,0.002229633
"FBgn0036888",55324,"ABCF3",-1.054770896,0.001111033
"FBgn0036915",9129,"PRPF3",-0.991139737,0.005699055
"FBgn0036918",10471,"PFDN6",-0.930665299,0.020099513
"FBgn0036919",26003,"GORASP2",-1.160421891,0.002008827
"FBgn0036919",64689,"GORASP1",-1.160421891,0.002008827
"FBgn0036920",10651,"MTX2",-1.028383949,0.004839839
"FBgn0036926",5957,"RCVRN",0.561794218,0.023897248
"FBgn0036958",57479,"PRR12",-0.986124119,0.000932438
"FBgn0036974",2107,"ETF1",-2.293462008,0.000355666
"FBgn0036999",54814,"QPCTL",-1.171892976,0.045935614
"FBgn0036999",25797,"QPCT",-1.171892976,0.045935614
"FBgn0037001",4704,"NDUFA9",0.652212721,0.031894123
"FBgn0037009",113402,"SFT2D1",-1.050427961,0.00122703
"FBgn0037009",375035,"SFT2D2",-1.050427961,0.00122703
"FBgn0037010",9791,"PTDSS1",-1.43056161,0.000932661
"FBgn0037026",54879,"ST7L",-1.287103611,0.01756243
"FBgn0037026",7982,"ST7",-1.287103611,0.01756243
"FBgn0037044",57107,"PDSS2",-0.621435246,0.020817981
"FBgn0037045",79091,"METTL22",-0.648161614,0.03503273
"FBgn0037051",27000,"DNAJC2",-0.955569716,0.000891975
"FBgn0037059",85478,"CCDC65",1.697432759,0.021051489
"FBgn0037063",3613,"IMPA2",0.708039528,0.009286319
"FBgn0037063",3612,"IMPA1",0.708039528,0.009286319
"FBgn0037099",682,"BSG",0.827295481,0.028245451
"FBgn0037102",90480,"GADD45GIP1",-0.42993874,0.049605742
"FBgn0037109",5469,"MED1",-1.481758414,0.034346716
"FBgn0037135",83939,"EIF2A",-1.66528327,0.036954071
"FBgn0037141",5429,"POLH",0.547843111,0.012375526
"FBgn0037147",2539,"G6PD",0.510686152,0.014361283
"FBgn0037150",54788,"DNAJB12",-1.974649533,0.00695994
"FBgn0037150",9093,"DNAJA3",-1.974649533,0.00695994
"FBgn0037150",202052,"DNAJC18",-1.974649533,0.00695994
"FBgn0037150",79982,"DNAJB14",-1.974649533,0.00695994
"FBgn0037151",3337,"DNAJB1",0.761010274,0.014729939
"FBgn0037151",11080,"DNAJB4",0.761010274,0.014729939
"FBgn0037151",25822,"DNAJB5",0.761010274,0.014729939
"FBgn0037151",23341,"DNAJC16",0.761010274,0.014729939
"FBgn0037156",51527,"GSKIP",-0.440631087,0.036373087
"FBgn0037188",221002,"RASGEF1A",-1.215884857,0.014063744
"FBgn0037188",255426,"RASGEF1C",-1.215884857,0.014063744
"FBgn0037188",153020,"RASGEF1B",-1.215884857,0.014063744
"FBgn0037205",91646,"TDRD12",0.487020974,0.026718174
"FBgn0037231",7844,"RNF103",-0.687437593,0.007173479
"FBgn0037231",51652,"CHMP3",-0.687437593,0.007173479
"FBgn0037231",100526767,"RNF103-CHMP3",-0.687437593,0.007173479
"FBgn0037232",6832,"SUPV3L1",-1.027183353,0.006824106
"FBgn0037236",6502,"SKP2",-0.984421369,0.00213341
"FBgn0037239",81855,"SFXN3",-0.720087029,0.049930582
"FBgn0037239",94081,"SFXN1",-0.720087029,0.049930582
"FBgn0037242",54708,"Mar-05",-0.650123436,0.021641709
"FBgn0037249",8661,"EIF3A",0.483205351,0.049372225
"FBgn0037251",387787,"LIPT2",-1.24038899,0.002599405
"FBgn0037255",81608,"FIP1L1",-0.681472661,0.014640878
"FBgn0037261",26097,"CHTOP",-2.410613397,0.031215728
"FBgn0037270",8665,"EIF3F",-1.823871474,0.000337135
"FBgn0037293",5875,"RABGGTA",-0.802736578,0.03920355
"FBgn0037297",9827,"RGP1",-1.980025471,0.026796405
"FBgn0037298",51097,"SCCPDH",-0.689190808,0.01453381
"FBgn0037305",58478,"ENOPH1",-0.794701407,0.007181332
"FBgn0037312",6388,"SDF2",-1.280155711,0.000855674
"FBgn0037312",23753,"SDF2L1",-1.280155711,0.000855674
"FBgn0037328",6165,"RPL35A",0.941068162,0.022292041
"FBgn0037340",84317,"CCDC115",0.421420883,0.032089994
"FBgn0037345",10459,"MAD2L2",1.553728623,0.011345205
"FBgn0037354",7923,"HSD17B8",1.071136344,0.004354859
"FBgn0037354",84869,"CBR4",1.071136344,0.004354859
"FBgn0037354",51171,"HSD17B14",1.071136344,0.004354859
"FBgn0037358",63928,"CHP2",-0.427012352,0.034449639
"FBgn0037358",11261,"CHP1",-0.427012352,0.034449639
"FBgn0037360",79893,"GGNBP2",-0.578781365,0.006934607
"FBgn0037435",54482,"TRMT13",-1.073285423,0.002179861
"FBgn0037442",26001,"RNF167",-0.702638695,0.031936579
"FBgn0037442",148066,"ZNRF4",-0.702638695,0.031936579
"FBgn0037442",11342,"RNF13",-0.702638695,0.031936579
"FBgn0037446",7752,"ZNF200",-1.915236115,0.014161182
"FBgn0037446",51497,"TH1L",-1.915236115,0.014161182
"FBgn0037447",23154,"NCDN",0.79560494,0.031276217
"FBgn0037465",57561,"ARRDC3",-1.149652571,0.004611773
"FBgn0037465",10628,"TXNIP",-1.149652571,0.004611773
"FBgn0037465",27106,"ARRDC2",-1.149652571,0.004611773
"FBgn0037465",91947,"ARRDC4",-1.149652571,0.004611773
"FBgn0037481",728269,"MAGEA9B",-0.819630057,0.011598468
"FBgn0037481",7216,"TRO",-0.819630057,0.011598468
"FBgn0037481",56160,"NDNL2",-0.819630057,0.011598468
"FBgn0037481",10916,"MAGED2",-0.819630057,0.011598468
"FBgn0037481",4692,"NDN",-0.819630057,0.011598468
"FBgn0037481",51438,"MAGEC2",-0.819630057,0.011598468
"FBgn0037481",4113,"MAGEB2",-0.819630057,0.011598468
"FBgn0037504",30836,"DNTTIP2",-0.788686107,0.012644656
"FBgn0037513",51733,"UPB1",-1.121565644,0.034346716
"FBgn0037515",2158,"F9",0.414484364,0.031432113
"FBgn0037515",5648,"MASP1",0.414484364,0.031432113
"FBgn0037515",51032,"CELA2B",0.414484364,0.031432113
"FBgn0037515",23436,"CELA3B",0.414484364,0.031432113
"FBgn0037515",440387,"CTRB2",0.414484364,0.031432113
"FBgn0037515",2155,"F7",0.414484364,0.031432113
"FBgn0037515",10747,"MASP2",0.414484364,0.031432113
"FBgn0037515",55554,"KLK15",0.414484364,0.031432113
"FBgn0037515",715,"C1R",0.414484364,0.031432113
"FBgn0037515",1506,"CTRL",0.414484364,0.031432113
"FBgn0037515",63036,"CELA2A",0.414484364,0.031432113
"FBgn0037515",1504,"CTRB1",0.414484364,0.031432113
"FBgn0037515",283471,"TMPRSS12",0.414484364,0.031432113
"FBgn0037515",8858,"PROZ",0.414484364,0.031432113
"FBgn0037515",2159,"F10",0.414484364,0.031432113
"FBgn0037515",11330,"CTRC",0.414484364,0.031432113
"FBgn0037515",3249,"HPN",0.414484364,0.031432113
"FBgn0037515",716,"C1S",0.414484364,0.031432113
"FBgn0037515",1990,"CELA1",0.414484364,0.031432113
"FBgn0037515",10136,"CELA3A",0.414484364,0.031432113
"FBgn0037526",57038,"RARS2",0.621121627,0.044169069
"FBgn0037529",64965,"MRPS9",-0.702307494,0.033441349
"FBgn0037530",23065,"EMC1",-2.13083079,0.002423188
"FBgn0037533",6520,"SLC3A2",-1.091299124,0.013339724
"FBgn0037536",23731,"TMEM245",-1.755839383,0.04044993
"FBgn0037538",84993,"UBL7",-1.232137764,0.011578581
"FBgn0037543",114049,"WBSCR22",-0.794378874,0.026453534
"FBgn0037549",55510,"DDX43",-0.740984353,0.015336773
"FBgn0037549",168400,"DDX53",-0.740984353,0.015336773
"FBgn0037555",93624,"TADA2B",0.879678289,0.001972261
"FBgn0037562",83636,"C19orf12",1.128231401,0.008781088
"FBgn0037566",65008,"MRPL1",-0.626975526,0.007210471
"FBgn0037569",84321,"THOC3",1.045177746,0.000521289
"FBgn0037579",1347,"COX7A2",0.984912151,0.002145567
"FBgn0037579",9167,"COX7A2L",0.984912151,0.002145567
"FBgn0037579",1346,"COX7A1",0.984912151,0.002145567
"FBgn0037607",84076,"TKTL2",-0.513274499,0.011637504
"FBgn0037607",8277,"TKTL1",-0.513274499,0.011637504
"FBgn0037607",7086,"TKT",-0.513274499,0.011637504
"FBgn0037608",9801,"MRPL19",-1.805248849,0.032494424
"FBgn0037613",1163,"CKS1B",0.710716221,0.007181332
"FBgn0037613",1164,"CKS2",0.710716221,0.007181332
"FBgn0037621",25988,"HINFP",-0.839917338,0.004656131
"FBgn0037621",57167,"SALL4",-0.839917338,0.004656131
"FBgn0037621",7675,"ZNF121",-0.839917338,0.004656131
"FBgn0037624",4678,"NASP",-1.147555471,0.000870175
"FBgn0037632",10574,"CCT7",-2.439177275,0.001972261
"FBgn0037635",6004,"RGS16",-0.656756056,0.03828108
"FBgn0037638",79591,"C10orf76",-0.962699975,0.046448564
"FBgn0037644",56259,"CTNNBL1",-1.445136168,0.026534339
"FBgn0037647",10325,"RRAGB",-0.752797819,0.004279865
"FBgn0037647",10670,"RRAGA",-0.752797819,0.004279865
"FBgn0037652",60314,"C12orf10",-0.587895677,0.005875277
"FBgn0037653",27246,"RNF115",-0.873831078,0.002434064
"FBgn0037653",55658,"RNF126",-0.873831078,0.002434064
"FBgn0037655",56888,"KCMF1",-0.482935948,0.025639486
"FBgn0037671",10159,"ATP6AP2",-1.361711844,0.004395837
